Unit price,Quantity,Total,cogs,gross income,Rating,Branch A,Branch B,Branch C,Mandalay,Naypyitaw,Yangon,Electronic accessories,Fashion accessories,Food and beverages,Health and beauty,Home and lifestyle,Sports and travel,Morning,Afternoon,Evening,Night,Cash,Credit card,Ewallet,Customer type,Gender
-0.4532149832597804,-1.1857092583741058,-0.9335340907304697,-0.9335340907304697,-0.9335340907304697,-1.1846552165517754,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.6679007895139586,-0.15875068020815347,0.8329731443262611,0.832973144326261,0.832973144326261,-0.8937638189945561,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-1.6593915523352893,-0.15875068020815347,-1.0552363510314617,-1.055236351031462,-1.0552363510314617,1.433367361463198,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1.2370964269623737,1.210527424013116,2.1062749936341025,2.106274993634103,2.106274993634103,-0.3701593033915618,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.1484023567187913,0.8682078979577987,-0.439169635835857,-0.439169635835857,-0.439169635835857,1.0261194048830904,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.307259101470034,0.8682078979577987,-0.5834093517481441,-0.5834093517481441,-0.5834093517481441,-0.3701593033915618,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
-0.5364256590818601,-0.5010702062634709,-0.5961161838642265,-0.5961161838642266,-0.5961161838642265,0.7352280073258711,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
-1.2331259539194543,0.18356884584716393,-0.7142553797542902,-0.7142553797542904,-0.7142553797542902,-1.1846552165517754,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.615705001952836,0.5258883719024813,1.6481851101519551,1.6481851101519551,1.6481851101519551,1.0261194048830904,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.06269120683711335,-0.8433897323187883,-0.5702732347632751,-0.5702732347632751,-0.5702732347632751,0.5606931687915402,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.7486128824281632,-1.5280287844294231,-1.154658726642431,-1.1546587266424313,-1.1546587266424313,0.5606931687915402,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.05191258759056909,1.210527424013116,0.789572444091939,0.789572444091939,0.7895724440919387,1.1424759639059787,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.577315567547147,-1.5280287844294231,-1.2487150413935686,-1.2487150413935684,-1.2487150413935684,1.6660804795089736,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.6202437660885856,1.5528469500684337,2.9205854612353455,2.9205854612353455,2.920585461235345,-1.4173683345975512,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.3102849442272009,-0.5010702062634709,-0.9474429204791545,-0.9474429204791546,-0.9474429204791545,0.38615833025720825,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.015265275403464,-0.5010702062634709,-0.813506041417745,-0.813506041417745,-0.8135060414177451,-0.3119810238801176,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-1.2380429483998496,1.5528469500684337,-0.3235202921847553,-0.32352029218475536,-0.3235202921847554,0.7352280073258711,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.3225764848523283,1.5528469500684337,2.582738269500316,2.5827382695003154,2.582738269500316,0.21162349172287678,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.377988175918802,0.8682078979577987,-0.6476303681186149,-0.6476303681186149,-0.6476303681186147,-0.1956244648572303,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0.2850906494888533,-1.1857092583741058,-0.7659412779561932,-0.7659412779561933,-0.765941277956193,0.9097628458602032,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.011063710368820973,-0.5010702062634709,-0.35760551076640884,-0.35760551076640895,-0.357605510766409,0.6188714483029839,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.062354007736006,-1.1857092583741058,-0.5895051968849133,-0.5895051968849134,-0.5895051968849133,0.03708865318854531,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.023167081397487112,1.210527424013116,0.8189355291169405,0.8189355291169402,0.8189355291169402,1.782437038531861,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.28244303707633256,0.18356884584716393,0.31783130178237856,0.3178313017823784,0.31783130178237845,1.6660804795089736,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.5912690590555036,-0.5010702062634709,-0.6210147062538475,-0.6210147062538476,-0.6210147062538476,1.607902199997529,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.4301839634799245,-0.5010702062634709,-1.0018762418412914,-1.0018762418412914,-1.0018762418412914,-0.25380274436867395,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.6255389909136269,1.210527424013116,2.503062997853528,2.5030629978535286,2.503062997853528,0.8515845663487595,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.5224721675735038,-1.5280287844294231,-1.2424904107961632,-1.2424904107961632,-1.2424904107961632,-0.4865158624144496,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.444556716576466,1.5528469500684337,-0.5579098305422219,-0.557909830542222,-0.557909830542222,-0.1956244648572303,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0.7835982437320397,-1.1857092583741058,-0.6527817865440536,-0.6527817865440536,-0.6527817865440536,-0.25380274436867395,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.5419090535033629,-0.15875068020815347,0.1939826171374534,0.1939826171374534,0.1939826171374534,-0.8355855394831125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.5233757666157176,0.5258883719024813,0.7803428194130276,0.7803428194130276,0.7803428194130276,0.9097628458602032,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.6694137108925415,1.210527424013116,2.547880338154846,2.5478803381548465,2.547880338154846,-0.1956244648572303,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.18107730471125374,-0.8433897323187883,-0.5299633855842162,-0.5299633855842163,-0.5299633855842164,-0.7774072599716689,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.3569954462150975,0.8682078979577987,1.8356967408379286,1.8356967408379286,1.8356967408379288,-0.5446941419258933,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.9833038657050309,-0.5010702062634709,0.0938304572495468,0.09383045724954697,0.09383045724954668,1.2588325229288662,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.858487851971911,0.18356884584716393,0.710111814879545,0.710111814879545,0.7101118148795449,-0.661050700948781,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.19620651849708637,-1.5280287844294231,-1.0474233664195463,-1.0474233664195465,-1.0474233664195463,-0.8355855394831125,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.8961227168400318,1.5528469500684337,0.06455322919830281,0.06455322919830275,0.06455322919830275,1.7242587590204173,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1163999157768191,1.5528469500684337,1.2137488229399476,1.2137488229399478,1.2137488229399473,1.2006542434174223,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1.4212946048048865,1.210527424013116,2.294430551623256,2.2944305516232566,2.2944305516232557,1.084297684394535,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
